suburb,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Melton,31.7,3337.0,3.0,1.0,2.0,,,,Melton City Council,-37.67713,144.58184,Western Victoria,3600.0,2018.1
Mentone,20.0,3194.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,6162.0,2018.1
Mentone,20.0,3194.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,6162.0,2018.1
Mentone,20.0,3194.0,3.0,3.0,2.0,,158.0,2008.0,Kingston City Council,-37.98004,145.07573,South-Eastern Metropolitan,6162.0,2018.1
Mernda,25.9,3754.0,4.0,2.0,2.0,399.0,150.0,2011.0,Whittlesea City Council,-37.5858,145.08812,Northern Metropolitan,5812.0,2018.1
Mernda,25.9,3754.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,5812.0,2018.1
Mernda,25.9,3754.0,3.0,2.0,1.0,212.0,102.0,,Whittlesea City Council,-37.59759,145.07958,Northern Metropolitan,5812.0,2018.1
Mernda,25.9,3754.0,4.0,2.0,2.0,452.0,,,Whittlesea City Council,-37.60306,145.07103,Northern Metropolitan,5812.0,2018.1
Mernda,25.9,3754.0,4.0,2.0,2.0,448.0,180.0,,Whittlesea City Council,-37.60426,145.06782,Northern Metropolitan,5812.0,2018.1
Middle Park,3.0,3206.0,2.0,1.0,0.0,,,,Port Phillip City Council,-37.84656,144.95947,Southern Metropolitan,2019.0,2018.1
Mill Park,17.9,3082.0,3.0,2.0,1.0,613.0,,,Whittlesea City Council,-37.66894,145.06767,Northern Metropolitan,10529.0,2018.1
Mill Park,17.9,3082.0,4.0,2.0,2.0,678.0,183.0,1990.0,Whittlesea City Council,-37.67427,145.06955,Northern Metropolitan,10529.0,2018.1
Mill Park,17.9,3082.0,4.0,2.0,1.0,610.0,,,Whittlesea City Council,-37.66605,145.06576,Northern Metropolitan,10529.0,2018.1
Mill Park,17.9,3082.0,4.0,2.0,2.0,,,,Whittlesea City Council,-37.66234,145.07483,Northern Metropolitan,10529.0,2018.1
Mill Park,17.9,3082.0,3.0,1.0,1.0,,140.0,1995.0,Whittlesea City Council,-37.65144,145.05432,Northern Metropolitan,10529.0,2018.1
Mitcham,17.2,3132.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871.0,2018.1
Montmorency,16.2,3094.0,2.0,1.0,1.0,,90.0,2004.0,Banyule City Council,-37.7229,145.12243,Eastern Metropolitan,3891.0,2018.1
Moonee Ponds,6.2,3039.0,3.0,1.0,,,,,Moonee Valley City Council,-37.76966,144.91613,Western Metropolitan,6232.0,2018.1
Moonee Ponds,6.2,3039.0,3.0,2.0,1.0,313.0,142.0,1910.0,Moonee Valley City Council,-37.77078,144.91244,Western Metropolitan,6232.0,2018.1
Moonee Ponds,6.2,3039.0,3.0,1.0,1.0,288.0,,,Moonee Valley City Council,-37.76195,144.91775,Western Metropolitan,6232.0,2018.1
Moorabbin,14.3,3189.0,,,,,,,Kingston City Council,,,Southern Metropolitan,2555.0,2018.1
Moorabbin,14.3,3189.0,3.0,2.0,2.0,230.0,,,Kingston City Council,-37.94298,145.04118,Southern Metropolitan,2555.0,2018.1
Mordialloc,21.5,3195.0,4.0,3.0,2.0,,337.0,2002.0,Kingston City Council,-38.00242,145.10077,South-Eastern Metropolitan,3650.0,2018.1
Mordialloc,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3650.0,2018.1
Mount Evelyn,31.6,3796.0,3.0,1.0,1.0,,,,Yarra Ranges Shire Council,-37.77344,145.36509,Eastern Victoria,3532.0,2018.1
Mount Waverley,14.2,3149.0,5.0,3.0,2.0,660.0,,,Monash City Council,-37.85922,145.13996,Eastern Metropolitan,13366.0,2018.1
Mount Waverley,14.2,3149.0,,,,,,,Monash City Council,,,Eastern Metropolitan,13366.0,2018.1
Mount Waverley,14.2,3149.0,5.0,2.0,2.0,854.0,,,Monash City Council,-37.87444,145.13496,Eastern Metropolitan,13366.0,2018.1
Mulgrave,18.8,3170.0,3.0,2.0,1.0,,,,Monash City Council,-37.92881,145.19378,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,4.0,2.0,1.0,652.0,,1960.0,Monash City Council,-37.92569,145.17261,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,3.0,1.0,4.0,,130.0,1970.0,Monash City Council,-37.93662,145.20057,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,3.0,1.0,3.0,654.0,,,Monash City Council,-37.92865,145.17466,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,3.0,1.0,1.0,569.0,,1960.0,Monash City Council,-37.92096,145.16791,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,3.0,2.0,2.0,651.0,152.0,1970.0,Monash City Council,-37.93144,145.16955,South-Eastern Metropolitan,7113.0,2018.1
Mulgrave,18.8,3170.0,3.0,2.0,2.0,,210.0,2007.0,Monash City Council,-37.92718,145.17402,South-Eastern Metropolitan,7113.0,2018.1
Narre Warren,34.1,3805.0,3.0,2.0,2.0,621.0,166.0,1997.0,Casey City Council,-37.99859,145.29461,South-Eastern Metropolitan,9376.0,2018.1
Narre Warren,34.1,3805.0,3.0,2.0,2.0,,198.0,1993.0,Casey City Council,-38.01452,145.31295,South-Eastern Metropolitan,9376.0,2018.1
Narre Warren,34.1,3805.0,3.0,2.0,1.0,227.0,113.0,2000.0,Casey City Council,-38.0079,145.32165,South-Eastern Metropolitan,9376.0,2018.1
Newport,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0,2018.1
Niddrie,10.4,3042.0,4.0,2.0,1.0,652.0,,,Moonee Valley City Council,-37.74035,144.88977,Western Metropolitan,2291.0,2018.1
Niddrie,10.4,3042.0,2.0,1.0,,650.0,,,Moonee Valley City Council,-37.73166,144.87546,Western Metropolitan,2291.0,2018.1
Noble Park,22.7,3174.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,11806.0,2018.1
Noble Park,22.7,3174.0,3.0,1.0,1.0,640.0,,,Greater Dandenong City Council,-37.97313,145.18995,South-Eastern Metropolitan,11806.0,2018.1
North Melbourne,1.8,3051.0,3.0,2.0,,87.0,139.0,1910.0,Melbourne City Council,-37.8054,144.95573,Northern Metropolitan,6821.0,2018.1
Northcote,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0,2018.1
Northcote,5.3,3070.0,2.0,1.0,1.0,205.0,,2007.0,Darebin City Council,-37.76703,145.00811,Northern Metropolitan,11364.0,2018.1
Nunawading,15.4,3131.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,4973.0,2018.1
Nunawading,15.4,3131.0,3.0,1.0,2.0,588.0,121.0,1965.0,Manningham City Council,-37.80794,145.18282,Eastern Metropolitan,4973.0,2018.1
Ormond,11.4,3204.0,2.0,1.0,2.0,,,,Glen Eira City Council,-37.90865,145.05102,Southern Metropolitan,3578.0,2018.1
Parkdale,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,5087.0,2018.1
Pascoe Vale,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,2018.1
Point Cook,14.7,3030.0,4.0,2.0,2.0,540.0,224.0,2006.0,Wyndham City Council,-37.88253,144.72763,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,3.0,2.0,1.0,,,,Wyndham City Council,-37.88999,144.75249,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,4.0,2.0,2.0,496.0,496.0,,Wyndham City Council,-37.91415,144.77648,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,4.0,2.0,2.0,,155.0,2010.0,Wyndham City Council,-37.90941,144.73176,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,,,,,,,Wyndham City Council,,,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,3.0,2.0,2.0,,128.0,2015.0,Wyndham City Council,-37.90854,144.75891,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,4.0,2.0,2.0,530.0,169.0,2003.0,Wyndham City Council,-37.8812,144.72912,Western Metropolitan,15542.0,2018.1
Point Cook,14.7,3030.0,4.0,2.0,2.0,400.0,192.0,2012.0,Wyndham City Council,-37.89867,144.72649,Western Metropolitan,15542.0,2018.1
Port Melbourne,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0,2018.1
Port Melbourne,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0,2018.1
Port Melbourne,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0,2018.1
Port Melbourne,3.5,3207.0,3.0,1.0,2.0,247.0,122.0,1980.0,Melbourne City Council,-37.83398,144.93968,Southern Metropolitan,8648.0,2018.1
Port Melbourne,3.5,3207.0,3.0,1.0,,132.0,,,Melbourne City Council,-37.83339,144.94126,Southern Metropolitan,8648.0,2018.1
Prahran,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,2018.1
Prahran,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,2018.1
Reservoir,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,2018.1
Reservoir,12.0,3073.0,3.0,1.0,1.0,715.0,,,Darebin City Council,-37.69765,145.0022,Northern Metropolitan,21650.0,2018.1
Reservoir,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,2018.1
Reservoir,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,2018.1
Reservoir,12.0,3073.0,4.0,2.0,4.0,,168.0,1920.0,Darebin City Council,-37.72754,145.00226,Northern Metropolitan,21650.0,2018.1
Richmond,2.4,3121.0,3.0,2.0,2.0,,,,Yarra City Council,-37.82469,145.01181,Northern Metropolitan,14949.0,2018.1
Richmond,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,2018.1
Richmond,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,2018.1
Ringwood North,19.9,3134.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,3619.0,2018.1
Rosanna,8.9,3084.0,4.0,2.0,2.0,762.0,153.0,1980.0,Banyule City Council,-37.73281,145.0693,Eastern Metropolitan,3540.0,2018.1
Rowville,23.5,3178.0,4.0,2.0,2.0,,150.0,1970.0,Knox City Council,-37.91692,145.25769,South-Eastern Metropolitan,11667.0,2018.1
Roxburgh Park,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,5833.0,2018.1
Roxburgh Park,20.6,3064.0,3.0,2.0,1.0,,,,Hume City Council,-37.62826,144.92885,Northern Metropolitan,5833.0,2018.1
Roxburgh Park,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,5833.0,2018.1
Roxburgh Park,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,5833.0,2018.1
Roxburgh Park,20.6,3064.0,3.0,1.0,1.0,,,,Hume City Council,-37.62316,144.92539,Northern Metropolitan,5833.0,2018.1
Sandhurst,34.7,3977.0,3.0,3.0,2.0,390.0,190.0,2006.0,Frankston City Council,-38.07968,145.21696,South-Eastern Metropolitan,1721.0,2018.1
Sandringham,15.2,3191.0,4.0,2.0,2.0,446.0,,,Bayside City Council,-37.9482,145.00452,Southern Metropolitan,4497.0,2018.1
Scoresby,22.2,3179.0,3.0,2.0,1.0,,,,Knox City Council,-37.8879,145.23543,Eastern Metropolitan,2206.0,2018.1
Seaford,35.4,3198.0,4.0,1.0,2.0,630.0,158.0,1955.0,Frankston City Council,-38.0984,145.12932,South-Eastern Metropolitan,8077.0,2018.1
Seaholme,11.0,3018.0,3.0,2.0,3.0,,203.0,2017.0,Hobsons Bay City Council,-37.86488,144.84389,Western Metropolitan,852.0,2018.1
South Kingsville,6.2,3015.0,4.0,3.0,2.0,328.0,,,Hobsons Bay City Council,-37.83163,144.86828,Western Metropolitan,984.0,2018.1
South Melbourne,1.9,3205.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,5943.0,2018.1
South Morang,20.5,3752.0,4.0,2.0,2.0,,224.0,2010.0,Whittlesea City Council,-37.63963,145.08635,Northern Metropolitan,7969.0,2018.1
South Morang,20.5,3752.0,3.0,2.0,2.0,600.0,151.0,1997.0,Whittlesea City Council,-37.65263,145.0977,Northern Metropolitan,7969.0,2018.1
South Yarra,2.7,3141.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887.0,2018.1
Springvale,20.8,3171.0,3.0,1.0,1.0,,,,Greater Dandenong City Council,-37.93863,145.16834,South-Eastern Metropolitan,7412.0,2018.1
St Albans,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0,2018.1
St Albans,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0,2018.1
St Albans,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0,2018.1
St Kilda,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0,2018.1
St Kilda,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0,2018.1
St Kilda,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0,2018.1
St Kilda,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0,2018.1
St Kilda,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0,2018.1
Strathmore,8.2,3041.0,3.0,2.0,3.0,,165.0,2008.0,Moonee Valley City Council,-37.72996,144.91949,Western Metropolitan,3284.0,2018.1
Sunbury,31.7,3429.0,4.0,2.0,2.0,641.0,242.0,1983.0,Hume City Council,-37.5732,144.71182,Western Metropolitan,14092.0,2018.1
Sunbury,31.7,3429.0,4.0,2.0,,560.0,148.0,1995.0,Hume City Council,-37.57868,144.75467,Western Metropolitan,14092.0,2018.1
Sunbury,31.7,3429.0,3.0,1.0,,721.0,,,Hume City Council,-37.58363,144.73067,Western Metropolitan,14092.0,2018.1
Sunbury,31.7,3429.0,3.0,2.0,2.0,,170.0,1990.0,Hume City Council,-37.56707,144.71653,Western Metropolitan,14092.0,2018.1
Sunshine,10.5,3020.0,3.0,1.0,1.0,,,,Brimbank City Council,-37.79513,144.82945,Western Metropolitan,3755.0,2018.1
Sunshine,10.5,3020.0,3.0,1.0,4.0,650.0,,,Brimbank City Council,-37.79585,144.82296,Western Metropolitan,3755.0,2018.1
Sunshine North,10.5,3020.0,4.0,2.0,2.0,,173.0,1970.0,Brimbank City Council,-37.77565,144.83593,Western Metropolitan,4217.0,2018.1
Surrey Hills,10.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0,2018.1
Tarneit,18.4,3029.0,3.0,2.0,2.0,351.0,118.0,2013.0,Wyndham City Council,-37.85303,144.66346,Western Metropolitan,10160.0,2018.1
Tarneit,18.4,3029.0,4.0,2.0,2.0,,193.0,2009.0,Wyndham City Council,-37.84215,144.68783,Western Metropolitan,10160.0,2018.1
Taylors Hill,18.0,3037.0,4.0,2.0,2.0,596.0,210.0,2003.0,Melton City Council,-37.70715,144.75963,Western Metropolitan,4242.0,2018.1
Taylors Lakes,15.5,3038.0,3.0,2.0,2.0,,,,Brimbank City Council,-37.70939,144.79836,Western Metropolitan,5336.0,2018.1
Taylors Lakes,15.5,3038.0,4.0,2.0,2.0,,214.0,1980.0,Brimbank City Council,-37.71306,144.80927,Western Metropolitan,5336.0,2018.1
Templestowe Lower,12.4,3107.0,4.0,2.0,0.0,754.0,208.0,1970.0,Manningham City Council,-37.75616,145.10615,Eastern Metropolitan,5420.0,2018.1
Templestowe Lower,12.4,3107.0,4.0,2.0,2.0,,192.0,1970.0,Manningham City Council,-37.77509,145.12305,Eastern Metropolitan,5420.0,2018.1
Templestowe Lower,12.4,3107.0,4.0,3.0,2.0,735.0,,,Manningham City Council,-37.7729,145.1228,Eastern Metropolitan,5420.0,2018.1
Templestowe Lower,12.4,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0,2018.1
Thomastown,15.3,3074.0,4.0,1.0,5.0,581.0,,,Whittlesea City Council,-37.67888,144.98909,Northern Metropolitan,7955.0,2018.1
Thornbury,7.0,3071.0,2.0,1.0,1.0,,,,Darebin City Council,-37.76131,145.02607,Northern Metropolitan,8870.0,2018.1
Thornbury,7.0,3071.0,4.0,1.0,4.0,746.0,190.0,1900.0,Darebin City Council,-37.75715,145.00692,Northern Metropolitan,8870.0,2018.1
Thornbury,7.0,3071.0,2.0,1.0,,,87.0,,Darebin City Council,-37.75688,145.00693,Northern Metropolitan,8870.0,2018.1
Truganina,18.4,3029.0,4.0,2.0,2.0,350.0,,,Melton City Council,-37.85099,144.73935,Western Metropolitan,5811.0,2018.1
Truganina,18.4,3029.0,4.0,2.0,2.0,350.0,159.0,2015.0,Melton City Council,-37.84477,144.73444,Western Metropolitan,5811.0,2018.1
Truganina,18.4,3029.0,4.0,2.0,2.0,510.0,218.0,2014.0,Melton City Council,-37.84588,144.71585,Western Metropolitan,5811.0,2018.1
Truganina,18.4,3029.0,3.0,2.0,2.0,560.0,121.0,2006.0,Melton City Council,-37.84391,144.7258,Western Metropolitan,5811.0,2018.1
Tullamarine,12.9,3043.0,4.0,2.0,1.0,534.0,,,Brimbank City Council,-37.69434,144.88226,Western Metropolitan,3296.0,2018.1
Upwey,29.3,3158.0,5.0,2.0,3.0,1993.0,195.0,2009.0,Yarra Ranges Shire Council,-37.9075,145.3198,Eastern Victoria,2591.0,2018.1
Viewbank,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2698.0,2018.1
Wallan,44.2,3756.0,,,,,,,Mitchell Shire Council,,,Northern Victoria,3988.0,2018.1
Wantirna South,14.7,3152.0,5.0,2.0,2.0,911.0,220.0,2000.0,Knox City Council,-37.86148,145.2445,Eastern Metropolitan,7082.0,2018.1
Wantirna South,14.7,3152.0,3.0,1.0,2.0,720.0,,,Knox City Council,-37.85964,145.24186,Eastern Metropolitan,7082.0,2018.1
Werribee,14.7,3030.0,4.0,2.0,2.0,,,,Wyndham City Council,-37.90481,144.63845,Western Metropolitan,16166.0,2018.1
Werribee,14.7,3030.0,3.0,2.0,2.0,,,,Wyndham City Council,-37.90825,144.68761,Western Metropolitan,16166.0,2018.1
Werribee,14.7,3030.0,3.0,1.0,2.0,560.0,115.0,1975.0,Wyndham City Council,-37.91492,144.66867,Western Metropolitan,16166.0,2018.1
Werribee,14.7,3030.0,,,,,,,Wyndham City Council,,,Western Metropolitan,16166.0,2018.1
Werribee,14.7,3030.0,4.0,2.0,2.0,294.0,269.0,,Wyndham City Council,-37.90304,144.61191,Western Metropolitan,16166.0,2018.1
Wheelers Hill,16.7,3150.0,4.0,2.0,2.0,855.0,,1986.0,Monash City Council,-37.90426,145.18722,South-Eastern Metropolitan,7392.0,2018.1
Williams Landing,17.6,3027.0,3.0,2.0,2.0,222.0,149.0,,Wyndham City Council,-37.85682,144.73773,Western Metropolitan,1999.0,2018.1
Williamstown,6.8,3016.0,3.0,2.0,2.0,,,,Hobsons Bay City Council,-37.86272,144.90051,Western Metropolitan,6380.0,2018.1
Williamstown North,6.8,3016.0,3.0,2.0,4.0,517.0,,,Hobsons Bay City Council,-37.85326,144.87411,Western Metropolitan,802.0,2018.1
Wollert,25.5,3750.0,4.0,2.0,2.0,391.0,,2015.0,Whittlesea City Council,-37.61005,145.0413,Northern Metropolitan,2940.0,2018.1
Wollert,25.5,3750.0,4.0,2.0,2.0,384.0,,,Whittlesea City Council,-37.61762,145.02768,Northern Metropolitan,2940.0,2018.1
Wyndham Vale,27.2,3024.0,,,,,,,Wyndham City Council,,,Western Metropolitan,5262.0,2018.1
Yarraville,6.3,3013.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543.0,2018.1
Airport West,10.4,3042.0,5.0,2.0,3.0,764.0,251.0,1980.0,Moonee Valley City Council,-37.72282,144.88373,Western Metropolitan,3464.0,2018.1
Croydon,23.0,3136.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925.0,2018.1
Dandenong North,24.7,3175.0,3.0,1.0,1.0,557.0,135.0,1980.0,Greater Dandenong City Council,-37.96877,145.22082,South-Eastern Metropolitan,8322.0,2018.1
Deer Park,14.8,3023.0,3.0,2.0,3.0,542.0,138.0,1975.0,Brimbank City Council,-37.75633,144.7711,Western Metropolitan,6388.0,2018.1
Ferntree Gully,24.8,3156.0,3.0,1.0,2.0,1065.0,202.0,1950.0,Knox City Council,-37.87592,145.2894,Eastern Metropolitan,10788.0,2018.1
Kew,5.4,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2018.1
Kilsyth,26.0,3137.0,3.0,1.0,1.0,623.0,110.0,1950.0,Maroondah City Council,-37.80416,145.30734,Eastern Metropolitan,4654.0,2018.1
Knoxfield,23.3,3180.0,5.0,3.0,2.0,528.0,261.0,1992.0,Knox City Council,-37.87515,145.25241,Eastern Metropolitan,2949.0,2018.1
Melton South,29.8,3338.0,,,,,,,Melton City Council,,,Western Victoria,4718.0,2018.1
Mount Waverley,14.2,3149.0,,,,,,,Monash City Council,,,Eastern Metropolitan,13366.0,2018.1
Plumpton,23.8,3335.0,,,,,,,Melton City Council,,,Western Metropolitan,1490.0,2018.1
Reservoir,12.0,3073.0,3.0,1.0,2.0,,,,Darebin City Council,-37.73097,145.02951,Northern Metropolitan,21650.0,2018.1
Ringwood East,21.3,3135.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,4407.0,2018.1
Rosanna,8.9,3084.0,4.0,2.0,2.0,628.0,,,Banyule City Council,-37.73675,145.06889,Eastern Metropolitan,3540.0,2018.1
Seaford,35.4,3198.0,3.0,1.0,1.0,671.0,124.0,1963.0,Frankston City Council,-38.10309,145.13228,South-Eastern Metropolitan,8077.0,2018.1
Wallan,44.2,3756.0,3.0,2.0,2.0,23970.0,297.0,2005.0,Mitchell Shire Council,-37.3902,144.9798,Northern Victoria,3988.0,2018.1
Wallan,44.2,3756.0,3.0,2.0,2.0,683.0,146.0,1990.0,Mitchell Shire Council,-37.41953,144.98206,Northern Victoria,3988.0,2018.1
Wantirna,14.7,3152.0,4.0,2.0,2.0,642.0,152.0,1980.0,Knox City Council,-37.85474,145.24076,Eastern Metropolitan,5424.0,2018.1
West Footscray,6.4,3012.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,5058.0,2018.1
Albion,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,2185.0,2018.1
Ardeer,12.8,3022.0,3.0,1.0,2.0,697.0,,,Brimbank City Council,-37.77459,144.7983,Western Metropolitan,1281.0,2018.1
Craigieburn,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,15510.0,2018.1
Epping,19.6,3076.0,4.0,2.0,2.0,617.0,210.0,2008.0,Whittlesea City Council,-37.62702,145.02508,Northern Metropolitan,10926.0,2018.1
Ferntree Gully,24.8,3156.0,3.0,1.0,2.0,1309.0,,,Knox City Council,-37.88221,145.27804,Eastern Metropolitan,10788.0,2018.1
Frankston,38.0,3199.0,3.0,1.0,1.0,616.0,115.0,1970.0,Frankston City Council,-38.14541,145.14711,South-Eastern Metropolitan,17055.0,2018.1
Hoppers Crossing,18.4,3029.0,4.0,2.0,2.0,,,,Wyndham City Council,-37.85428,144.70592,Western Metropolitan,13830.0,2018.1
Noble Park,22.7,3174.0,2.0,1.0,1.0,,77.0,2014.0,Greater Dandenong City Council,-37.96019,145.17573,South-Eastern Metropolitan,11806.0,2018.1
Surrey Hills,10.2,3127.0,3.0,2.0,2.0,307.0,,,Boroondara City Council,-37.82159,145.09521,Southern Metropolitan,5457.0,2018.1
Thomastown,15.3,3074.0,6.0,2.0,2.0,1177.0,180.0,1950.0,Whittlesea City Council,-37.68325,145.00848,Northern Metropolitan,7955.0,2018.1
Wheelers Hill,16.7,3150.0,4.0,2.0,2.0,697.0,,,Monash City Council,-37.89194,145.18994,South-Eastern Metropolitan,7392.0,2018.1
Yarraville,6.3,3013.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543.0,2018.1
Aberfeldie,7.5,3040.0,4.0,1.0,1.0,789.0,,,Moonee Valley City Council,-37.7579,144.9013,Western Metropolitan,1543.0,2018.1
Airport West,10.4,3042.0,3.0,2.0,1.0,306.0,,,Moonee Valley City Council,-37.71716,144.8837,Western Metropolitan,3464.0,2018.1
Airport West,10.4,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2018.1
Airport West,10.4,3042.0,3.0,2.0,1.0,303.0,248.0,2017.0,Moonee Valley City Council,-37.73174,144.88086,Western Metropolitan,3464.0,2018.1
Airport West,10.4,3042.0,3.0,2.0,2.0,314.0,160.0,2017.0,Moonee Valley City Council,-37.71968,144.87756,Western Metropolitan,3464.0,2018.1
Airport West,10.4,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2018.1
Albanvale,14.0,3021.0,3.0,2.0,1.0,571.0,,1960.0,Brimbank City Council,-37.74433,144.76655,Western Metropolitan,1899.0,2018.1
Albert Park,3.0,3206.0,3.0,2.0,0.0,134.0,,,Port Phillip City Council,-37.84937,144.95414,Southern Metropolitan,3280.0,2018.1
Alphington,5.7,3078.0,4.0,1.0,2.0,574.0,,,Darebin City Council,-37.78292,145.0206,Northern Metropolitan,2211.0,2018.1
Alphington,5.7,3078.0,4.0,2.0,3.0,1134.0,,1962.0,Darebin City Council,-37.78598,145.03305,Northern Metropolitan,2211.0,2018.1
Altona,11.0,3018.0,3.0,2.0,2.0,690.0,,,Hobsons Bay City Council,-37.87025,144.83385,Western Metropolitan,5301.0,2018.1
Altona Meadows,15.5,3028.0,3.0,2.0,1.0,479.0,,,Hobsons Bay City Council,-37.87502,144.77956,Western Metropolitan,7630.0,2018.1
Altona North,9.4,3025.0,3.0,1.0,2.0,441.0,107.0,1975.0,Hobsons Bay City Council,-37.8454,144.84711,Western Metropolitan,5132.0,2018.1
Ardeer,12.8,3022.0,4.0,1.0,4.0,601.0,153.0,1970.0,Brimbank City Council,-37.77881,144.80431,Western Metropolitan,1281.0,2018.1
Armadale,6.3,3143.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836.0,2018.1
Armadale,6.3,3143.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836.0,2018.1
Armadale,6.3,3143.0,5.0,3.0,4.0,707.0,,,Stonnington City Council,-37.85439,145.01956,Southern Metropolitan,4836.0,2018.1
Armadale,6.3,3143.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836.0,2018.1
Armadale,6.3,3143.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836.0,2018.1
Ascot Vale,4.3,3032.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567.0,2018.1
Ascot Vale,4.3,3032.0,3.0,1.0,1.0,379.0,,1910.0,Moonee Valley City Council,-37.77299,144.9298,Western Metropolitan,6567.0,2018.1
Ascot Vale,4.3,3032.0,3.0,1.0,1.0,272.0,101.0,1910.0,Moonee Valley City Council,-37.77202,144.90731,Western Metropolitan,6567.0,2018.1
Ascot Vale,4.3,3032.0,3.0,2.0,2.0,188.0,137.0,1999.0,Moonee Valley City Council,-37.77637,144.9095,Western Metropolitan,6567.0,2018.1
Ashburton,10.2,3147.0,5.0,2.0,2.0,697.0,317.0,2013.0,Boroondara City Council,-37.87132,145.07267,Southern Metropolitan,3052.0,2018.1
Ashburton,10.2,3147.0,4.0,2.0,2.0,666.0,,,Boroondara City Council,-37.86448,145.09009,Southern Metropolitan,3052.0,2018.1
