suburb,rooms,type,price,method,seller_g,date
Brighton,4,h,,S,Buxton,2017-12-09
Brighton,3,t,1875000.0,S,Buxton,2017-12-09
Brighton,1,u,,S,RT,2017-12-09
Brighton,3,h,,S,Buxton,2017-12-09
Brighton,4,h,,S,Marshall,2017-12-09
Brighton East,4,h,,S,Buxton,2017-12-09
Brighton East,5,h,2375000.0,PI,buyMyplace,2017-12-09
Brighton East,2,t,900000.0,VB,Gary,2017-12-09
Brighton East,2,h,1352000.0,S,Hodges,2017-12-09
Brighton East,5,h,,VB,Marshall,2017-12-09
Brighton East,3,t,,PN,Gary,2017-12-09
Brighton East,3,t,985000.0,SP,Rodney,2017-12-09
Brighton East,4,h,1776000.0,S,Woodards,2017-12-09
Brighton East,4,h,2100000.0,PI,Buxton,2017-12-09
Broadmeadows,3,h,500000.0,PI,Love,2017-12-09
Broadmeadows,3,h,438000.0,SP,Eview,2017-12-09
Broadmeadows,3,h,,PI,Ray,2017-12-09
Broadmeadows,2,t,400000.0,S,Ray,2017-12-09
Brunswick,3,h,1025000.0,PI,Jellis,2017-12-09
Brunswick,2,u,442500.0,S,Jellis,2017-12-09
Brunswick,3,h,1310000.0,SP,Walshe,2017-12-09
Brunswick,3,h,1260000.0,S,Nelson,2017-12-09
Brunswick,4,h,1450000.0,PI,Brad,2017-12-09
Brunswick,3,h,1250000.0,PI,McGrath,2017-12-09
Brunswick,1,u,340000.0,S,Walshe,2017-12-09
Brunswick East,2,h,1065000.0,S,Barry,2017-12-09
Brunswick East,3,h,1450000.0,VB,Barry,2017-12-09
Brunswick East,2,h,1045000.0,S,Jellis,2017-12-09
Brunswick West,4,h,1816000.0,S,Nelson,2017-12-09
Brunswick West,2,t,700000.0,SP,Nelson,2017-12-09
Brunswick West,1,u,322000.0,PI,Walshe,2017-12-09
Brunswick West,3,h,1130000.0,S,Nelson,2017-12-09
Brunswick West,2,t,556000.0,S,Barry,2017-12-09
Bulleen,2,u,743000.0,S,Barry,2017-12-09
Bulleen,4,h,,SP,Jellis,2017-12-09
Bulleen,4,h,,S,Fletchers,2017-12-09
Bundoora,3,h,755000.0,SP,Barry,2017-12-09
Bundoora,4,h,770000.0,PI,Barry,2017-12-09
Bundoora,4,h,,PI,Ray,2017-12-09
Bundoora,5,h,,PI,Barry,2017-12-09
Bundoora,3,t,606000.0,S,Stockdale,2017-12-09
Burnside,5,h,,SP,Biggin,2017-12-09
Burnside,3,h,,PI,Barry,2017-12-09
Burwood,4,h,,PI,Buxton,2017-12-09
Burwood,4,h,1500000.0,VB,Fletchers,2017-12-09
Burwood,3,h,,VB,Buxton,2017-12-09
Burwood,4,h,,VB,Fletchers,2017-12-09
Burwood,6,h,,PI,Jellis,2017-12-09
Burwood East,4,h,,VB,Buxton,2017-12-09
Burwood East,4,h,,PN,Woodards,2017-12-09
Cairnlea,3,h,640000.0,S,Sweeney,2017-12-09
Camberwell,5,h,1660000.0,S,Jellis,2017-12-09
Camberwell,3,h,1300000.0,S,RT,2017-12-09
Camberwell,3,h,1665000.0,S,Marshall,2017-12-09
Camberwell,3,h,2210000.0,S,Jellis,2017-12-09
Camberwell,3,h,1220000.0,VB,Jellis,2017-12-09
Camberwell,3,h,1625000.0,S,RT,2017-12-09
Camberwell,4,h,,S,Marshall,2017-12-09
Camberwell,4,h,,S,Noel,2017-12-09
Camberwell,5,h,3460000.0,S,Jellis,2017-12-09
Camberwell,4,h,,SP,hockingstuart,2017-12-09
Camberwell,4,h,,SP,Jellis,2017-12-09
Camberwell,3,h,1200000.0,S,Jellis,2017-12-09
Campbellfield,4,h,620000.0,S,Stockdale,2017-12-09
Canterbury,4,h,,SP,Marshall,2017-12-09
Canterbury,5,h,5200000.0,PI,RT,2017-12-09
Carlton,4,h,2150000.0,VB,Nelson,2017-12-09
Carlton,2,u,1616000.0,S,Woodards,2017-12-09
Carlton,2,u,532500.0,S,Collins,2017-12-09
Carlton North,3,h,1770000.0,SP,Nelson,2017-12-09
Caroline Springs,3,h,582500.0,S,Barry,2017-12-09
Carrum,3,h,850000.0,PI,O'Brien,2017-12-09
Caulfield,4,h,,SN,Woodards,2017-12-09
Caulfield North,2,u,422000.0,S,Gary,2017-12-09
Caulfield South,4,h,2040000.0,S,Gary,2017-12-09
Caulfield South,3,h,1352000.0,S,Gary,2017-12-09
Caulfield South,3,t,,SN,Gary,2017-12-09
Caulfield South,4,h,,PN,Gary,2017-12-09
Chelsea,3,h,911000.0,S,Hodges,2017-12-09
Chelsea Heights,4,h,842490.0,SP,Ray,2017-12-09
Chelsea Heights,3,h,745500.0,S,Ray,2017-12-09
Chelsea Heights,4,h,686000.0,S,hockingstuart/hockingstuart,2017-12-09
Cheltenham,3,h,1800000.0,VB,Hodges,2017-12-09
Cheltenham,2,u,690000.0,PI,Buxton,2017-12-09
Cheltenham,3,h,1155500.0,S,Buxton,2017-12-09
Cheltenham,3,h,,SP,Ray,2017-12-09
Cheltenham,3,h,1070000.0,PI,O'Brien,2017-12-09
Cheltenham,5,h,950000.0,VB,Buxton,2017-12-09
Cheltenham,4,h,1120000.0,SP,O'Brien,2017-12-09
Cheltenham,4,h,1150000.0,PI,Buxton,2017-12-09
Cheltenham,3,h,890000.0,S,Chisholm,2017-12-09
Cheltenham,4,h,1715000.0,S,hockingstuart,2017-12-09
Clarinda,3,t,,SP,Besser,2017-12-09
Clayton South,3,h,,PI,LJ,2017-12-09
Clayton South,2,u,385000.0,S,Leaders,2017-12-09
Clayton South,3,h,860000.0,S,Buxton,2017-12-09
Clifton Hill,4,h,1600000.0,VB,Collins,2017-12-09
Clifton Hill,4,h,1600000.0,VB,Collins,2017-12-09
Clifton Hill,3,h,1337500.0,S,Collins,2017-12-09
Clifton Hill,2,t,,SP,Miles,2017-12-09
Clifton Hill,3,h,890000.0,S,Nelson,2017-12-09
Coburg,2,t,680000.0,PI,Ray,2017-12-09
Coburg,5,h,1360000.0,PI,Jellis,2017-12-09
Coburg,3,h,1270000.0,SP,Raine,2017-12-09
Coburg,2,h,1080000.0,S,Nelson,2017-12-09
Coburg,3,h,1050000.0,PI,Nelson,2017-12-09
Coburg,4,h,900000.0,VB,Nelson,2017-12-09
Coburg North,3,h,1001000.0,S,Barry,2017-12-09
Coburg North,3,h,765000.0,S,Nelson,2017-12-09
Coburg North,3,h,952000.0,S,Barry,2017-12-09
Coburg North,2,u,652000.0,S,Barry,2017-12-09
Collingwood,2,h,1126000.0,S,Jellis,2017-12-09
Collingwood,2,h,1090000.0,PI,Nelson,2017-12-09
Collingwood,1,u,450000.0,PI,Purplebricks,2017-12-09
Craigieburn,3,h,,SN,Xynergy,2017-12-09
Craigieburn,4,h,560000.0,SP,Barry,2017-12-09
Craigieburn,4,h,556000.0,PI,Barry,2017-12-09
Craigieburn,4,h,634000.0,S,Barry,2017-12-09
Craigieburn,4,h,515000.0,S,HAR,2017-12-09
Craigieburn,3,h,610000.0,S,Barry,2017-12-09
Craigieburn,3,h,,PI,Stockdale,2017-12-09
Craigieburn,3,h,530000.0,S,Ray,2017-12-09
Craigieburn,3,h,471500.0,S,Ray,2017-12-09
Craigieburn,4,h,,PI,YPA,2017-12-09
Craigieburn,3,h,515000.0,SP,RE,2017-12-09
Craigieburn,3,h,580000.0,PI,Barry,2017-12-09
Craigieburn,4,h,565100.0,SP,RE,2017-12-09
Craigieburn,3,h,,PI,Barry,2017-12-09
Craigieburn,3,h,516000.0,S,Ray,2017-12-09
Cranbourne West,4,h,825000.0,VB,Barry,2017-12-09
Cremorne,2,h,1236000.0,SP,Collins,2017-12-09
Croydon,3,h,1000000.0,S,Max,2017-12-09
Croydon,3,h,850000.0,S,Barry,2017-12-09
Croydon,3,h,,PI,Philip,2017-12-09
Croydon,3,h,,PI,Barry,2017-12-09
Croydon,2,u,523500.0,S,Max,2017-12-09
Croydon,3,h,915000.0,SP,Noel,2017-12-09
Croydon,4,h,775000.0,S,McGrath,2017-12-09
Croydon,3,h,720000.0,PI,Purplebricks,2017-12-09
Croydon North,4,h,1001800.0,SP,Carter,2017-12-09
Dandenong,2,u,,SP,McLennan,2017-12-09
Dandenong,3,h,541000.0,S,Del,2017-12-09
Dandenong,3,h,650000.0,VB,Barry,2017-12-09
Dandenong,3,h,980000.0,SP,O'Brien,2017-12-09
Dandenong North,3,u,600000.0,S,O'Brien,2017-12-09
Dandenong North,4,h,760000.0,S,Barry,2017-12-09
Dandenong North,2,u,315000.0,PI,Harcourts,2017-12-09
Deepdene,4,h,,SP,Marshall,2017-12-09
Deer Park,3,h,,W,Biggin,2017-12-09
Delahey,3,h,600000.0,S,Barry,2017-12-09
Diamond Creek,2,u,699000.0,S,Darren,2017-12-09
Diamond Creek,2,h,598000.0,S,Barry,2017-12-09
Dingley Village,2,u,678000.0,S,Buxton,2017-12-09
Dingley Village,2,u,646500.0,S,Buxton,2017-12-09
Dingley Village,3,h,,SN,Ray,2017-12-09
Doncaster,2,u,3923000.0,S,Jellis,2017-12-09
Doncaster,5,h,,S,Fletchers,2017-12-09
Doncaster,4,h,1550000.0,PI,hockingstuart,2017-12-09
Doncaster,4,h,1508000.0,SP,Barry,2017-12-09
Doncaster,5,h,1600000.0,VB,Buxton,2017-12-09
Doncaster East,3,h,1065000.0,S,Noel,2017-12-09
Doncaster East,3,h,1505000.0,S,Parkes,2017-12-09
Doncaster East,4,h,,SP,Woodards,2017-12-09
Donvale,3,h,1201000.0,PI,Philip,2017-12-09
Donvale,5,h,3700000.0,S,Barry,2017-12-09
Donvale,4,h,802000.0,SP,hockingstuart,2017-12-09
Donvale,4,h,1140000.0,VB,Noel,2017-12-09
Donvale,4,h,1105000.0,SA,Philip,2017-12-09
Doreen,3,h,510000.0,SP,Love,2017-12-09
Doreen,3,h,668500.0,S,Ray,2017-12-09
Doreen,4,h,556000.0,S,Ray,2017-12-09
Doveton,3,h,555000.0,SP,O'Brien,2017-12-09
Eaglemont,4,h,2175000.0,S,Miles,2017-12-09
Eaglemont,3,h,1035000.0,S,Ray,2017-12-09
Eaglemont,3,h,2201000.0,S,Kay,2017-12-09
Eaglemont,5,h,,SN,Miles,2017-12-09
Eaglemont,3,h,,SN,Nelson,2017-12-09
East Melbourne,2,u,,VB,Biggin,2017-12-09
East Melbourne,2,u,1035000.0,S,Caine,2017-12-09
Edithvale,3,h,870000.0,SP,Ray,2017-12-09
Elsternwick,2,u,525000.0,PI,McGrath,2017-12-09
Elsternwick,2,u,,PN,Gary,2017-12-09
Elsternwick,3,h,1459000.0,VB,hockingstuart,2017-12-09
Eltham,4,h,,SP,Fletchers,2017-12-09
Eltham,4,h,1520000.0,S,Morrison,2017-12-09
Eltham,2,u,628200.0,SP,Jellis,2017-12-09
Eltham North,5,h,,W,Sterling,2017-12-09
Elwood,2,u,652500.0,S,hockingstuart,2017-12-09
Elwood,1,u,291500.0,SP,hockingstuart,2017-12-09
Elwood,3,h,2445000.0,S,Chisholm,2017-12-09
Elwood,2,u,721000.0,S,Gary,2017-12-09
Elwood,4,h,2450000.0,VB,Chisholm,2017-12-09
Elwood,2,h,1400000.0,SP,hockingstuart,2017-12-09
Elwood,2,u,,PI,Purplebricks,2017-12-09
Elwood,3,h,,SN,Chisholm,2017-12-09
Endeavour Hills,4,h,,PN,Nicholls,2017-12-09
Endeavour Hills,3,h,634000.0,S,Hall,2017-12-09
Endeavour Hills,4,h,,PI,Barry,2017-12-09
Epping,4,h,740000.0,S,RW,2017-12-09
Epping,3,h,569500.0,S,Love,2017-12-09
Epping,4,h,567000.0,S,Ray,2017-12-09
Epping,3,h,456000.0,S,Stockdale,2017-12-09
Epping,3,h,652000.0,S,Love,2017-12-09
Epping,3,h,619000.0,S,Barry,2017-12-09
Epping,4,h,585000.0,PI,Iconek,2017-12-09
Epping,4,h,700000.0,S,Barry,2017-12-09
Epping,1,u,318000.0,S,Barry,2017-12-09
Epping,3,h,552000.0,S,Ray,2017-12-09
Epping,2,t,425000.0,S,Collings,2017-12-09
Epping,3,h,,PI,HAR,2017-12-09
Essendon,2,u,625000.0,S,Brad,2017-12-09
Essendon,2,u,700000.0,SP,Brad,2017-12-09
Essendon,4,h,2800000.0,PI,Nelson,2017-12-09
Essendon,3,u,385000.0,VB,Brad,2017-12-09
Essendon,2,h,1077000.0,S,Brad,2017-12-09
Essendon,3,h,718000.0,S,Brad,2017-12-09
Essendon,2,u,706000.0,S,Nelson,2017-12-09
Essendon,2,u,450000.0,SP,Brad,2017-12-09
Essendon West,3,h,1362500.0,S,Harcourts,2017-12-09
Fawkner,3,h,,S,Barry,2017-12-09
Fawkner,3,h,730000.0,S,hockingstuart,2017-12-09
Fawkner,3,h,880000.0,SP,hockingstuart,2017-12-09
Fawkner,3,h,645000.0,VB,hockingstuart,2017-12-09
Fawkner,3,h,602000.0,S,Barry,2017-12-09
Ferntree Gully,3,h,855000.0,S,Barry,2017-12-09
Ferntree Gully,3,h,,SP,Schroeder,2017-12-09
Ferntree Gully,4,h,880000.0,S,Schroeder,2017-12-09
Ferntree Gully,3,h,724000.0,S,K.R.Peters,2017-12-09
Ferntree Gully,4,h,735000.0,S,RW,2017-12-09
Fitzroy,2,u,788000.0,S,Nelson,2017-12-09
Fitzroy,1,u,810000.0,S,Nelson,2017-12-09
Fitzroy North,3,h,2540000.0,S,Nelson,2017-12-09
Fitzroy North,3,h,1860000.0,S,Nelson,2017-12-09
Fitzroy North,2,u,399000.0,S,Pagan,2017-12-09
Fitzroy North,2,u,710000.0,S,Caine,2017-12-09
Fitzroy North,4,h,1650000.0,VB,Nelson,2017-12-09
Fitzroy North,2,h,1360000.0,SP,Nelson,2017-12-09
Fitzroy North,2,u,987500.0,S,Collins,2017-12-09
Fitzroy North,3,h,1710000.0,S,Collins,2017-12-09
Fitzroy North,2,h,,S,Nelson,2017-12-09
Fitzroy North,2,u,753000.0,S,Jellis,2017-12-09
Flemington,3,h,1300000.0,VB,Nelson,2017-12-09
Footscray,2,u,407500.0,PI,Sweeney,2017-12-09
Footscray,3,t,870000.0,PI,Jas,2017-12-09
Footscray,2,u,330000.0,S,Sweeney,2017-12-09
Footscray,2,u,315000.0,SP,Barry,2017-12-09
Footscray,2,h,831000.0,S,Compton,2017-12-09
Footscray,4,h,1225000.0,S,Gunn&Co,2017-12-09
Forest Hill,4,h,1200000.0,SP,Noel,2017-12-09
Forest Hill,3,h,1200000.0,SP,Fletchers,2017-12-09
Frankston,3,h,550000.0,PI,Aquire,2017-12-09
Frankston,4,h,615000.0,S,hockingstuart,2017-12-09
Frankston,2,u,615000.0,S,O'Brien,2017-12-09
Frankston,3,h,642000.0,S,O'Brien,2017-12-09
Frankston,3,h,599000.0,S,O'Brien,2017-12-09
Frankston,3,h,670000.0,SA,Ray,2017-12-09
Frankston,3,h,600000.0,S,Barry,2017-12-09
Frankston,4,h,585000.0,PI,O'Brien,2017-12-09
Frankston,4,h,795000.0,VB,Asset,2017-12-09
Frankston North,3,h,500000.0,SP,Purplebricks,2017-12-09
Frankston North,4,h,519000.0,S,Barry,2017-12-09
Frankston South,3,t,743500.0,S,Kay,2017-12-09
Frankston South,4,h,,W,LJ,2017-12-09
Frankston South,5,h,,PI,Ray,2017-12-09
Frankston South,3,h,835000.0,S,Harcourts,2017-12-09
Gardenvale,1,u,,S,hockingstuart,2017-12-09
Gardenvale,1,u,300000.0,S,hockingstuart,2017-12-09
Gladstone Park,3,h,721500.0,S,Barry,2017-12-09
Glen Huntly,2,u,670000.0,SP,Woodards,2017-12-09
Glen Huntly,2,u,545000.0,S,Woodards,2017-12-09
Glen Huntly,1,u,,S,hockingstuart,2017-12-09
Glen Huntly,3,t,920000.0,VB,Gary,2017-12-09
Glen Iris,2,t,795000.0,S,Jellis,2017-12-09
Glen Iris,2,u,,SP,Biggin,2017-12-09
Glen Iris,4,h,2220000.0,PI,Marshall,2017-12-09
Glen Iris,1,u,,W,Woodards,2017-12-09
Glen Iris,3,h,1390000.0,S,J,2017-12-09
Glen Waverley,5,h,1130000.0,S,Fletchers,2017-12-09
Glen Waverley,4,h,1140000.0,PI,Harcourts,2017-12-09
Glen Waverley,6,h,1411000.0,S,Harcourts,2017-12-09
Glen Waverley,5,h,1350000.0,VB,Harcourts,2017-12-09
Glen Waverley,4,h,1170000.0,SP,Harcourts,2017-12-09
Glen Waverley,3,h,1600000.0,PI,Barry,2017-12-09
Glenroy,2,t,600000.0,SP,Eview,2017-12-09
Glenroy,5,h,810000.0,SP,Boran,2017-12-09
Glenroy,3,h,591000.0,S,Stockdale,2017-12-09
Glenroy,2,t,1110000.0,S,Brad,2017-12-09
Glenroy,2,u,518500.0,S,Stockdale,2017-12-09
Glenroy,2,u,,S,Brad,2017-12-09
Glenroy,3,h,685000.0,S,hockingstuart,2017-12-09
Glenroy,4,h,700000.0,VB,Buckingham,2017-12-09
Glenroy,4,h,,W,Eview,2017-12-09
Glenroy,2,t,570000.0,S,Eview,2017-12-09
Glenroy,3,t,530000.0,SP,Brad,2017-12-09
Glenroy,3,t,591000.0,SP,RW,2017-12-09
Glenroy,4,h,685000.0,S,Brad,2017-12-09
Greensborough,2,h,,PI,Buckingham,2017-12-09
Greensborough,4,h,1100000.0,PI,Morrison,2017-12-09
Greensborough,2,u,,PI,HAR,2017-12-09
Greensborough,2,u,,PI,Morrison,2017-12-09
Greensborough,3,h,692500.0,S,Buckingham,2017-12-09
Greensborough,4,h,920000.0,S,Darren,2017-12-09
Greenvale,4,h,880000.0,PI,Barry,2017-12-09
Greenvale,6,h,,S,Nelson,2017-12-09
Greenvale,4,h,685000.0,PI,YPA,2017-12-09
Greenvale,5,h,945000.0,S,Barry,2017-12-09
Hadfield,2,h,610000.0,S,Barry,2017-12-09
Hallam,3,h,635000.0,SP,Harcourts,2017-12-09
Hampton,3,h,1100000.0,S,Hodges,2017-12-09
Hampton,3,t,1180000.0,S,Buxton,2017-12-09
Hampton,4,h,2160000.0,S,Buxton,2017-12-09
Hampton,4,h,3100000.0,S,Buxton,2017-12-09
Hampton,4,h,,PI,Hodges,2017-12-09
Hampton,3,t,1125000.0,S,hockingstuart,2017-12-09
Hampton East,4,t,1415000.0,S,Buxton,2017-12-09
Hampton East,5,h,,S,RT,2017-12-09
Hampton East,5,h,1700000.0,VB,Buxton,2017-12-09
Hampton East,3,h,1150000.0,VB,Buxton,2017-12-09
Hampton East,2,u,720000.0,S,Purplebricks,2017-12-09
Hampton East,4,t,1070000.0,VB,Buxton,2017-12-09
Hampton East,3,h,1175000.0,PI,Buxton,2017-12-09
Hampton East,3,h,1347000.0,SP,Buxton,2017-12-09
Hawthorn,2,u,611000.0,S,Jellis,2017-12-09
Hawthorn,3,t,,PI,RT,2017-12-09
Hawthorn,3,h,1290000.0,S,Marshall,2017-12-09
Hawthorn,2,u,,VB,RT,2017-12-09
Hawthorn,2,u,495000.0,S,Domain,2017-12-09
Hawthorn,3,h,1660000.0,S,Jellis,2017-12-09
Hawthorn,2,u,721000.0,S,Jellis,2017-12-09
Hawthorn,2,u,670000.0,S,Biggin,2017-12-09
Hawthorn,2,u,,S,Jellis,2017-12-09
Hawthorn,5,h,,SP,Marshall,2017-12-09
Hawthorn,2,u,645000.0,S,Jellis,2017-12-09
Hawthorn East,1,u,587000.0,S,Marshall,2017-12-09
Hawthorn East,3,h,,VB,Kay,2017-12-09
Hawthorn East,3,h,1260000.0,S,Marshall,2017-12-09
Hawthorn East,3,h,1510000.0,S,Jellis,2017-12-09
Hawthorn East,3,h,2225000.0,PI,Jellis,2017-12-09
Hawthorn East,6,h,2425000.0,S,Marshall,2017-12-09
Heathmont,3,h,,SS,Barry,2017-12-09
Heidelberg,2,u,595000.0,S,Haughton,2017-12-09
Heidelberg West,3,u,630000.0,S,RW,2017-12-09
Heidelberg West,2,h,745000.0,S,Nelson,2017-12-09
Heidelberg West,3,h,,VB,Nelson,2017-12-09
Highett,3,t,1330000.0,S,Branon,2017-12-09
Highett,2,u,420000.0,PI,Buxton,2017-12-09
Highett,3,h,,VB,Hodges,2017-12-09
Highett,2,t,960000.0,PI,Buxton/Buxton,2017-12-09
Highett,3,t,,PI,Buxton,2017-12-09
Highett,3,t,787000.0,S,Buxton,2017-12-09
Highett,3,h,900000.0,S,Buxton,2017-12-09
Hillside,5,h,760000.0,PI,Brad,2017-12-09
Hillside,3,h,610000.0,PI,Barry,2017-12-09
Hillside,3,h,550250.0,S,Barry,2017-12-09
Hillside,4,h,811000.0,S,Prof.,2017-12-09
Hoppers Crossing,3,h,620000.0,S,hockingstuart,2017-12-09
Hoppers Crossing,4,h,807500.0,S,hockingstuart,2017-12-09
Hoppers Crossing,4,h,670000.0,SP,Reliance,2017-12-09
Hoppers Crossing,4,h,660000.0,PI,Sweeney,2017-12-09
Hoppers Crossing,3,h,570000.0,S,Barry,2017-12-09
Hoppers Crossing,3,h,570000.0,S,hockingstuart,2017-12-09
Hoppers Crossing,3,h,593000.0,S,hockingstuart,2017-12-09
Hoppers Crossing,3,h,780000.0,SP,Greg,2017-12-09
Hoppers Crossing,3,h,555000.0,S,Barry,2017-12-09
Hoppers Crossing,3,h,577000.0,S,YPA,2017-12-09
Hughesdale,2,h,,S,Woodards,2017-12-09
Ivanhoe,3,u,766000.0,S,Nelson,2017-12-09
Ivanhoe,2,h,1160000.0,S,Miles,2017-12-09
Ivanhoe,2,u,910000.0,S,Miles,2017-12-09
Ivanhoe,3,h,,SN,Miles,2017-12-09
Ivanhoe,3,u,1025000.0,S,Miles,2017-12-09
Ivanhoe,4,h,2300000.0,VB,Miles,2017-12-09
Ivanhoe,3,h,1200000.0,VB,Miles,2017-12-09
Ivanhoe,2,u,490000.0,VB,Miles,2017-12-09
Ivanhoe,3,h,1210000.0,VB,Nelson,2017-12-09
Ivanhoe East,4,h,1905000.0,S,Miles,2017-12-09
Jacana,3,h,606000.0,S,YPA,2017-12-09
Kealba,4,h,600000.0,S,C21,2017-12-09
Keilor,3,t,775000.0,SP,Barry,2017-12-09
Keilor Downs,3,h,780000.0,S,Barry,2017-12-09
Keilor East,6,h,925000.0,VB,Barry,2017-12-09
Keilor East,3,h,1140000.0,S,Barry,2017-12-09
Keilor East,2,h,,W,The,2017-12-09
Keilor East,3,t,820000.0,PI,Nelson,2017-12-09
Keilor East,3,h,850000.0,S,Nelson,2017-12-09
Keilor East,3,h,900000.0,S,Barry,2017-12-09
Keilor East,3,t,900000.0,S,Barry,2017-12-09
Keilor East,4,h,740000.0,VB,Nelson,2017-12-09
Keilor Park,3,h,721000.0,SP,McDonald,2017-12-09
Kensington,2,u,453000.0,SP,Nelson,2017-12-09
Kensington,3,h,1760000.0,S,Nelson,2017-12-09
Kensington,4,t,1085000.0,S,Edward,2017-12-09
Kew,6,h,5200000.0,VB,Marshall,2017-12-09
Kew,3,u,982500.0,S,Dingle,2017-12-09
Kew,2,t,913600.0,SP,hockingstuart,2017-12-09
Kew,3,t,,S,Jellis,2017-12-09
Kew,5,h,3275000.0,S,Jellis,2017-12-09
Kew,3,h,1705000.0,PI,VICPROP,2017-12-09
Kew,4,h,3923000.0,S,Jellis,2017-12-09
Kew,3,h,,S,Marshall,2017-12-09
Kew,2,u,685000.0,PI,Noel,2017-12-09
Kew East,3,h,,S,RT,2017-12-09
Kew East,4,h,,VB,Marshall,2017-12-09
Keysborough,4,h,970000.0,VB,McGrath,2017-12-09
Keysborough,2,t,,SS,Barry,2017-12-09
Kilsyth,3,h,,S,Barry,2017-12-09
Kings Park,3,h,526000.0,S,Barry,2017-12-09
Kings Park,4,h,,S,Nelson,2017-12-09
Kingsbury,3,h,850000.0,SA,Barry,2017-12-09
Kingsbury,3,h,,S,Ray,2017-12-09
Kingsville,2,h,857000.0,SP,Jas,2017-12-09
Lalor,4,h,810000.0,S,Iconek,2017-12-09
Lalor,3,h,695000.0,S,Ray,2017-12-09
Lalor,3,h,721000.0,S,Ray,2017-12-09
Lalor,4,h,676000.0,S,HAR,2017-12-09
Lalor,2,u,,PI,Ray,2017-12-09
Lalor,3,h,632000.0,S,HAR,2017-12-09
Lower Plenty,3,t,547500.0,S,Nelson,2017-12-09
Lower Plenty,2,u,,SN,Miles,2017-12-09
MacLeod,4,h,1250000.0,S,Ray,2017-12-09
MacLeod,3,h,1285000.0,S,Nelson,2017-12-09
MacLeod,5,h,,VB,Darren,2017-12-09
MacLeod,3,h,,S,Nelson,2017-12-09
MacLeod,4,h,,SN,Ray,2017-12-09
Maidstone,3,t,800000.0,S,Biggin,2017-12-09
Maidstone,3,h,955000.0,S,Biggin,2017-12-09
Maidstone,2,t,521000.0,S,Biggin,2017-12-09
Maidstone,3,h,940000.0,SP,Biggin,2017-12-09
Maidstone,3,t,630000.0,PI,Jas,2017-12-09
Malvern,5,h,,S,Marshall,2017-12-09
Malvern,2,u,,VB,Jellis,2017-12-09
Malvern,5,h,6600000.0,S,Jellis,2017-12-09
Malvern,3,h,,S,Marshall,2017-12-09
Malvern,4,h,2800000.0,VB,Jellis,2017-12-09
Malvern,4,h,2940000.0,S,Jellis,2017-12-09
Malvern East,5,h,2400000.0,VB,Marshall,2017-12-09
Malvern East,3,h,1710000.0,S,Jellis,2017-12-09
Malvern East,3,h,,PI,Buxton,2017-12-09
Malvern East,3,h,2180000.0,S,hockingstuart,2017-12-09
Malvern East,4,h,1632500.0,S,Marshall,2017-12-09
Malvern East,2,h,1052500.0,SP,Marshall,2017-12-09
Malvern East,3,h,,S,hockingstuart,2017-12-09
Malvern East,3,h,,S,Marshall,2017-12-09
Malvern East,3,h,1620000.0,PI,Marshall,2017-12-09
Malvern East,2,h,,S,Marshall,2017-12-09
Maribyrnong,2,h,1650000.0,VB,Nelson,2017-12-09
Maribyrnong,3,h,960000.0,VB,Nelson,2017-12-09
Maribyrnong,3,h,700000.0,PI,hockingstuart,2017-12-09
Maribyrnong,3,h,1190000.0,SP,Nelson,2017-12-09
Maribyrnong,4,h,1770000.0,S,Nelson,2017-12-09
McKinnon,3,t,1312000.0,S,Buxton,2017-12-09
McKinnon,3,h,,SP,Buxton,2017-12-09
Meadow Heights,4,h,530000.0,VB,YPA,2017-12-09
Meadow Heights,3,t,408000.0,S,RW,2017-12-09
Melbourne,2,u,570000.0,S,Edward,2017-12-09
Melton South,2,u,280000.0,SP,Raine,2017-12-09
Melton South,4,h,420000.0,PI,PRDNationwide,2017-12-09
Melton West,4,h,,PI,YPA,2017-12-09
Melton West,4,h,382000.0,S,Jason,2017-12-09
Melton West,3,h,,SN,hockingstuart,2017-12-09
Mentone,3,t,810000.0,PI,Buxton,2017-12-09
Mentone,2,u,654000.0,S,Hodges,2017-12-09
Mentone,4,h,2000000.0,VB,Charlton,2017-12-09
Mernda,4,h,610000.0,S,RW,2017-12-09
Mernda,3,h,525000.0,S,RW,2017-12-09
Mickleham,4,h,1225000.0,SP,RE,2017-12-09
Middle Park,2,h,1515000.0,S,Marshall,2017-12-09
Mill Park,4,h,,PI,HAR,2017-12-09
Mill Park,3,h,735000.0,S,HAR,2017-12-09
Mill Park,3,h,553000.0,S,Ray,2017-12-09
Mill Park,3,h,603000.0,S,Ray,2017-12-09
Mill Park,4,h,671000.0,S,Millership,2017-12-09
Mill Park,3,h,598000.0,S,Ray,2017-12-09
Mill Park,4,h,660000.0,S,HAR,2017-12-09
Mill Park,5,h,730000.0,S,Ray,2017-12-09
Mill Park,3,h,712500.0,S,RW,2017-12-09
Mitcham,3,u,900000.0,S,Ray,2017-12-09
Mitcham,3,h,890000.0,SP,HAR,2017-12-09
Mitcham,4,h,,VB,Noel,2017-12-09
Mitcham,3,h,2305000.0,S,Ray,2017-12-09
Mitcham,2,u,600000.0,S,Ray,2017-12-09
Mont Albert,2,u,748000.0,S,Ham,2017-12-09
Montmorency,3,h,820000.0,PI,Morrison,2017-12-09
Moonee Ponds,4,h,1400000.0,VB,Nelson,2017-12-09
